Date,S22,S21,S20,S19,S18,S17,S16,S15
2006-02-05,0.118,0.148,0.058,0.048,0.028,0.008,0.048,0.038
2006-02-06,0.088,0.148,0.038,0.038,0.008,0.008,0.038,0.028
2006-02-07,0.068,0.148,0.028,0.038,-0.002,0.008,0.038,0.018
2006-02-08,0.048,0.138,0.018,0.028,-0.022,0.008,0.038,0.018
2006-02-09,0.038,0.138,0.008,0.028,-0.032,0.008,0.028,0.018
2006-02-10,0.028,0.128,-0.002,0.018,-0.032,-0.002,0.028,0.008
2006-02-11,0.038,0.128,0.008,0.018,-0.032,-0.012,0.028,0.008
2006-02-12,0.048,0.128,0.008,0.038,-0.032,-0.002,0.028,0.008
2006-02-13,0.038,0.128,0.008,0.028,-0.032,-0.002,0.018,0.008
2006-02-14,0.028,0.128,-0.002,0.028,-0.042,-0.002,0.018,0.008
2006-02-15,0.028,0.128,-0.002,0.028,-0.042,-0.012,0.018,-0.002
2006-02-16,0.018,0.118,-0.002,0.018,-0.042,-0.012,0.018,-0.002
2006-02-17,0.018,0.118,-0.012,0.008,-0.042,-0.022,0.008,-0.002
2006-02-18,0.018,0.118,-0.012,0.008,-0.042,-0.022,0.008,-0.012
2006-02-19,0.008,0.118,-0.012,-0.002,-0.052,-0.022,0.008,-0.012
2006-02-20,0.008,0.108,-0.022,-0.002,-0.052,-0.022,-0.002,-0.022
2006-02-21,-0.002,0.108,-0.022,-0.012,-0.062,-0.032,-0.002,-0.022
2006-02-22,-0.002,0.108,-0.022,-0.012,-0.052,-0.042,-0.002,-0.032
2006-02-23,-0.012,0.108,-0.022,-0.012,-0.062,-0.042,-0.012,-0.032
2006-02-24,-0.022,0.098,-0.032,-0.022,-0.072,-0.042,-0.012,-0.032
2006-02-25,0.018,0.108,-0.002,0.028,-0.022,-0.022,0.038,0.068
2006-02-26,0.008,0.108,0.008,0.028,-0.042,-0.012,0.038,0.028
2006-02-27,0.008,0.108,-0.022,0.028,-0.052,-0.002,0.028,0.018
2006-02-28,0.028,0.108,-0.022,0.018,-0.042,-0.012,0.028,0.008
2006-03-01,0.018,0.108,-0.022,0.018,-0.042,-0.012,0.018,0.008
2006-03-02,0.018,0.098,-0.012,0.008,-0.032,-0.022,0.018,-0.002
2006-03-03,0.018,0.098,-0.002,0.008,-0.032,-0.022,0.008,-0.012
2006-03-04,0.018,0.098,-0.012,0.008,-0.032,-0.022,0.008,-0.012
2006-03-05,0.018,0.088,-0.022,-0.002,-0.032,-0.032,0.008,-0.012
2006-03-06,0.008,0.088,-0.032,-0.012,-0.052,-0.032,-0.002,-0.022
2006-03-07,-0.012,0.078,-0.032,-0.022,-0.062,-0.032,-0.002,-0.022
2006-03-08,-0.002,0.078,-0.052,-0.032,-0.062,-0.042,-0.012,-0.032
2006-03-09,-0.002,0.068,-0.052,-0.042,-0.052,-0.052,-0.012,-0.032
2006-03-10,-0.002,0.058,-0.042,-0.042,-0.032,-0.052,-0.022,-0.042
2006-03-11,-0.002,0.058,-0.052,-0.052,-0.042,-0.062,-0.022,-0.042
2006-03-12,-0.012,0.048,-0.052,-0.052,-0.042,-0.062,-0.022,-0.042
2006-03-13,-0.012,0.048,-0.062,-0.062,-0.052,-0.062,-0.032,-0.052
2006-03-14,-0.012,0.048,-0.062,-0.072,-0.052,-0.062,-0.032,-0.052
2006-03-15,-0.012,0.038,-0.072,-0.082,-0.062,-0.062,-0.042,-0.062
2006-03-16,-0.012,0.038,-0.082,-0.092,-0.062,-0.072,-0.042,-0.062
2006-03-17,-0.012,0.028,-0.082,-0.092,-0.072,-0.072,-0.052,-0.072
2006-03-18,-0.022,0.018,-0.082,-0.102,-0.072,-0.072,-0.052,-0.072
2006-03-19,-0.012,0.018,-0.072,-0.112,-0.062,-0.082,-0.052,-0.082
2006-03-20,-0.012,0.018,-0.082,-0.122,-0.052,-0.092,-0.062,-0.082
2006-03-21,-0.012,0.008,-0.082,-0.132,-0.042,-0.092,-0.062,-0.092
2006-03-22,-0.022,-0.002,-0.082,-0.142,-0.052,-0.092,-0.072,-0.092
2006-03-23,-0.022,-0.002,-0.092,-0.152,-0.062,-0.092,-0.072,-0.102
2006-03-24,0.028,0.038,-0.052,-0.122,-0.072,-0.092,-0.072,-0.102
2006-03-25,0.018,0.028,-0.072,-0.132,-0.092,-0.092,-0.082,-0.112
2006-03-26,0.008,0.018,-0.092,-0.152,-0.102,-0.092,-0.092,-0.112
2006-03-27,0.008,0.018,-0.102,-0.162,-0.102,-0.102,-0.092,-0.122
2006-03-28,0.018,0.008,-0.112,-0.172,-0.092,-0.112,-0.102,-0.122
2006-03-29,0.018,0.008,-0.112,-0.182,-0.092,-0.122,-0.102,-0.122
2006-03-30,0.018,0.008,-0.112,-0.192,-0.082,-0.122,-0.112,-0.132
2006-03-31,0.018,-0.002,-0.122,-0.202,-0.072,-0.132,-0.112,-0.142
2006-04-01,0.008,-0.002,-0.122,-0.212,-0.082,-0.132,-0.122,-0.142
2006-04-02,-0.002,-0.002,-0.132,-0.222,-0.082,-0.142,-0.122,-0.152
2006-04-03,-0.002,-0.012,-0.132,-0.232,-0.082,-0.142,-0.132,-0.152
2006-04-04,-0.002,-0.012,-0.132,-0.242,-0.082,-0.142,-0.132,-0.162
2006-04-05,-0.012,-0.012,-0.132,-0.242,-0.082,-0.152,-0.142,-0.162
2006-04-06,-0.012,-0.012,-0.142,-0.252,-0.082,-0.152,-0.152,-0.172
2006-04-07,-0.012,-0.022,-0.142,-0.262,-0.072,-0.162,-0.162,-0.182
2006-04-08,-0.012,-0.022,-0.142,-0.272,-0.062,-0.172,-0.162,-0.182
2006-04-09,-0.012,-0.022,-0.142,-0.272,-0.062,-0.172,-0.162,-0.192
2006-04-10,0.098,0.018,-0.102,-0.262,-0.062,-0.172,-0.152,-0.172
2006-04-11,0.138,0.098,-0.022,-0.122,-0.062,-0.162,-0.152,-0.142
2006-04-12,0.128,0.098,-0.042,-0.132,-0.082,-0.172,-0.152,-0.152
2006-04-13,0.118,0.098,-0.062,-0.142,-0.102,-0.172,-0.162,-0.162
2006-04-14,0.108,0.088,-0.062,-0.152,-0.112,-0.182,-0.162,-0.162
2006-04-15,0.098,0.088,-0.062,-0.152,-0.102,-0.182,-0.172,-0.172
2006-04-16,0.088,0.088,-0.052,-0.152,-0.082,-0.182,-0.182,-0.182
2006-04-17,0.078,0.078,-0.052,-0.162,-0.062,-0.192,-0.192,-0.192
2006-04-18,0.068,0.078,-0.052,-0.172,-0.052,-0.192,-0.192,-0.202
2006-04-19,0.068,0.078,-0.062,-0.182,-0.052,-0.202,-0.202,-0.212
2006-04-20,0.068,0.068,-0.072,-0.192,-0.052,-0.202,-0.212,-0.212
2006-04-21,0.058,0.068,-0.082,-0.202,-0.052,-0.212,-0.222,-0.222
2006-04-22,0.038,0.068,-0.092,-0.212,-0.062,-0.222,-0.222,-0.232
2006-04-23,0.028,0.058,-0.112,-0.212,-0.072,-0.232,-0.232,-0.232
2006-04-24,0.018,0.058,-0.112,-0.212,-0.082,-0.232,-0.232,-0.242
2006-04-25,0.018,0.058,-0.122,-0.202,-0.072,-0.242,-0.242,-0.242
2006-04-26,0.008,0.048,-0.122,-0.202,-0.072,-0.242,-0.252,-0.252
2006-04-27,0.008,0.038,-0.122,-0.212,-0.072,-0.252,-0.262,-0.252
2006-04-28,0.008,0.028,-0.132,-0.222,-0.072,-0.262,-0.272,-0.262
2006-04-29,0.008,0.018,-0.162,-0.232,-0.082,-0.262,-0.282,-0.262
2006-04-30,-0.002,0.018,-0.182,-0.242,-0.102,-0.272,-0.282,-0.272
2006-05-01,-0.002,0.008,-0.192,-0.242,-0.112,-0.282,-0.292,-0.282
2006-05-02,-0.002,-0.002,-0.192,-0.252,-0.102,-0.292,-0.302,-0.282
2006-05-03,-0.002,-0.002,-0.192,-0.262,-0.092,-0.302,-0.312,-0.292
2006-05-04,-0.002,-0.012,-0.182,-0.262,-0.082,-0.322,-0.312,-0.302
2006-05-05,-0.002,-0.022,-0.182,-0.272,-0.072,-0.332,-0.322,-0.312
2006-05-06,-0.002,-0.022,-0.172,-0.282,-0.062,-0.342,-0.332,-0.312
2006-05-07,-0.002,-0.022,-0.172,-0.292,-0.052,-0.352,-0.342,-0.322
2006-05-08,-0.012,-0.022,-0.182,-0.302,-0.052,-0.362,-0.352,-0.332
2006-05-09,-0.022,-0.032,-0.182,-0.312,-0.052,-0.382,-0.362,-0.332
2006-05-10,-0.022,-0.032,-0.192,-0.312,-0.052,-0.392,-0.372,-0.342
2006-05-11,-0.032,-0.032,-0.192,-0.302,-0.052,-0.402,-0.382,-0.342
2006-05-12,-0.032,-0.032,-0.182,-0.272,-0.052,-0.402,-0.392,-0.352
2006-05-13,-0.042,-0.032,-0.182,-0.252,-0.062,-0.412,-0.402,-0.352
2006-05-14,-0.042,-0.032,-0.182,-0.222,-0.062,-0.412,-0.402,-0.342
2006-05-15,-0.042,-0.042,-0.172,-0.182,-0.042,-0.412,-0.412,-0.342
2006-05-16,0.008,0.008,-0.022,-0.002,-0.022,-0.372,-0.262,-0.122
2006-05-17,0.088,0.078,0.038,0.058,-0.012,-0.262,-0.142,-0.002
2006-05-18,0.068,0.068,0.028,0.048,-0.022,-0.262,-0.142,-0.022
2006-05-19,0.058,0.068,0.038,0.048,-0.022,-0.262,-0.152,-0.022
2006-05-20,0.048,0.058,0.028,0.048,-0.022,-0.262,-0.152,-0.032
2006-05-21,0.048,0.058,0.018,0.048,-0.022,-0.272,-0.152,-0.032
2006-05-22,0.038,0.058,0.018,0.048,-0.022,-0.272,-0.162,-0.042
2006-05-23,0.048,0.058,0.018,0.038,-0.022,-0.262,-0.142,-0.002
2006-05-24,0.048,0.058,0.028,0.048,-0.022,-0.252,-0.142,-0.012
2006-05-25,0.048,0.058,0.028,0.078,-0.012,-0.252,-0.132,-0.012
2006-05-26,0.088,0.068,0.048,0.098,-0.002,-0.242,-0.112,0.018
2006-05-27,0.078,0.068,0.048,0.088,-0.002,-0.242,-0.092,0.028
2006-05-28,0.068,0.068,0.048,0.088,-0.002,-0.232,-0.082,0.038
2006-05-29,0.068,0.078,0.048,0.088,-0.002,-0.232,-0.072,0.038
2006-05-30,0.058,0.078,0.048,0.078,0.008,-0.222,-0.062,0.038
2006-05-31,0.048,0.078,0.038,0.068,0.018,-0.182,-0.042,0.038
2006-06-01,0.048,0.068,0.048,0.068,0.018,-0.162,-0.042,0.028
2006-06-02,0.048,0.068,0.038,0.058,0.008,-0.142,-0.042,0.028
2006-06-03,0.058,0.088,0.038,0.058,-0.002,-0.132,-0.042,0.028
2006-06-04,0.048,0.078,0.038,0.048,-0.002,-0.112,-0.042,0.018
2006-06-05,0.028,0.078,0.028,0.038,-0.012,-0.102,-0.042,0.008
2006-06-06,0.018,0.068,0.028,0.028,-0.022,-0.102,-0.042,-0.002
2006-06-07,0.018,0.068,0.018,0.018,-0.022,-0.102,-0.052,-0.002
2006-06-08,0.008,0.068,0.008,0.018,-0.032,-0.102,-0.042,-0.012
2006-06-09,-0.002,0.068,0.028,0.038,0.008,-0.042,0.018,0.048
2006-06-10,-0.002,0.068,0.018,0.038,0.008,-0.042,0.028,0.048
2006-06-11,0.038,0.088,0.028,0.048,0.008,-0.002,0.068,0.128
2006-06-12,0.028,0.078,0.028,0.058,0.008,-0.002,0.068,0.088
2006-06-13,0.018,0.078,0.028,0.048,0.008,0.008,0.058,0.078
2006-06-14,0.008,0.078,0.028,0.048,0.008,0.018,0.058,0.068
2006-06-15,-0.012,0.068,0.008,0.038,-0.002,0.018,0.058,0.058
2006-06-16,-0.022,0.068,-0.002,0.028,-0.012,0.018,0.048,0.048
2006-06-17,-0.012,0.068,-0.012,0.018,-0.012,0.018,0.048,0.048
2006-06-18,-0.012,0.068,-0.002,0.018,-0.012,0.028,0.078,0.098
2006-06-19,0.028,0.098,0.018,0.028,-0.002,0.038,0.088,0.088
2006-06-20,0.028,0.088,0.018,0.048,-0.002,0.048,0.088,0.078
2006-06-21,0.018,0.088,0.018,0.048,0.008,0.048,0.088,0.078
2006-06-22,0.018,0.088,0.008,0.048,0.008,0.048,0.088,0.068
2006-06-23,0.008,0.078,0.008,0.048,0.008,0.048,0.078,0.058
2006-06-24,0.018,0.078,0.018,0.048,0.018,0.048,0.078,0.058
2006-06-25,0.098,0.108,0.048,0.058,0.058,0.078,0.098,0.088
2006-06-26,0.108,0.118,0.068,0.078,0.088,0.098,0.128,0.128
2006-06-27,0.098,0.118,0.068,0.078,0.088,0.088,0.128,0.108
2006-06-28,0.078,0.108,0.048,0.078,0.078,0.088,0.128,0.108
2006-06-29,0.068,0.108,0.038,0.088,0.068,0.088,0.128,0.118
2006-06-30,0.068,0.108,0.038,0.078,0.068,0.098,0.128,0.108
2006-07-01,0.058,0.108,0.028,0.078,0.068,0.098,0.138,0.118
2006-07-02,0.078,0.128,0.038,0.078,0.068,0.128,0.198,0.268
2006-07-03,0.078,0.138,0.038,0.078,0.068,0.138,0.198,0.198
2006-07-04,0.068,0.128,0.028,0.068,0.068,0.158,0.198,0.188
2006-07-05,0.068,0.128,0.048,0.088,0.068,0.168,0.208,0.208
2006-07-06,0.118,0.168,0.078,0.108,0.108,0.188,0.218,0.198
2006-07-07,0.158,0.188,0.098,0.128,0.118,0.188,0.218,0.188
2006-07-08,0.178,0.208,0.088,0.128,0.128,0.188,0.218,0.188
2006-07-09,0.168,0.208,0.088,0.118,0.118,0.178,0.208,0.178
2006-07-10,0.168,0.208,0.078,0.118,0.108,0.178,0.208,0.198
2006-07-11,0.178,0.218,0.088,0.128,0.118,0.188,0.218,0.228
2006-07-12,0.268,0.268,0.138,0.168,0.158,0.228,0.268,0.268
2006-07-13,0.298,0.298,0.168,0.188,0.198,0.248,0.288,0.268
2006-07-14,0.288,0.288,0.168,0.188,0.188,0.248,0.288,0.258
2006-07-15,0.278,0.278,0.158,0.178,0.198,0.238,0.278,0.248
2006-07-16,0.258,0.268,0.148,0.168,0.198,0.238,0.268,0.238
2006-07-17,0.258,0.268,0.138,0.168,0.198,0.238,0.268,0.268
2006-07-18,0.248,0.258,0.128,0.158,0.208,0.238,0.268,0.258
2006-07-19,0.238,0.258,0.128,0.168,0.228,0.268,0.298,0.278
2006-07-20,0.238,0.248,0.128,0.168,0.238,0.278,0.318,0.288
2006-07-21,0.238,0.258,0.128,0.198,0.258,0.298,0.318,0.278
2006-07-22,0.258,0.268,0.168,0.208,0.268,0.338,0.368,0.318
2006-07-23,0.258,0.278,0.188,0.228,0.268,0.338,0.368,0.308
2006-07-24,0.258,0.268,0.178,0.228,0.258,0.328,0.348,0.298
2006-07-25,0.248,0.268,0.168,0.218,0.238,0.308,0.338,0.288
2006-07-26,0.238,0.258,0.158,0.208,0.228,0.288,0.328,0.278
2006-07-27,0.228,0.258,0.148,0.198,0.218,0.278,0.308,0.268
2006-07-28,0.228,0.248,0.138,0.188,0.208,0.268,0.308,0.258
2006-07-29,0.218,0.248,0.138,0.178,0.198,0.258,0.298,0.258
2006-07-30,0.218,0.248,0.128,0.178,0.188,0.258,0.288,0.248
2006-07-31,0.208,0.238,0.118,0.168,0.178,0.238,0.278,0.238
2006-08-01,0.198,0.228,0.108,0.158,0.168,0.238,0.268,0.228
2006-08-02,0.188,0.228,0.108,0.148,0.168,0.218,0.258,0.218
2006-08-03,0.178,0.218,0.098,0.138,0.158,0.218,0.248,0.208
2006-08-04,0.168,0.208,0.098,0.128,0.148,0.208,0.238,0.198
2006-08-05,0.158,0.208,0.088,0.128,0.148,0.208,0.228,0.188
2006-08-06,0.168,0.208,0.098,0.138,0.148,0.198,0.238,0.188
2006-08-07,0.168,0.208,0.098,0.148,0.158,0.198,0.228,0.178
2006-08-08,0.168,0.208,0.088,0.138,0.148,0.198,0.228,0.178
2006-08-09,0.168,0.208,0.098,0.138,0.148,0.188,0.218,0.178
2006-08-10,0.168,0.208,0.098,0.128,0.148,0.188,0.208,0.168
2006-08-11,0.168,0.198,0.098,0.118,0.138,0.178,0.198,0.158
2006-08-12,0.168,0.198,0.098,0.108,0.138,0.168,0.198,0.148
2006-08-13,0.168,0.198,0.098,0.108,0.128,0.168,0.188,0.138
2006-08-14,0.178,0.198,0.108,0.128,0.128,0.158,0.188,0.148
2006-08-15,0.218,0.208,0.128,0.138,0.128,0.168,0.198,0.168
2006-08-16,0.238,0.218,0.118,0.138,0.138,0.168,0.208,0.178
2006-08-17,0.228,0.218,0.118,0.128,0.138,0.168,0.198,0.178
2006-08-18,0.208,0.218,0.108,0.128,0.138,0.168,0.198,0.168
2006-08-19,0.198,0.218,0.098,0.118,0.128,0.168,0.198,0.168
2006-08-20,0.208,0.218,0.098,0.118,0.158,0.178,0.208,0.168
2006-08-21,0.208,0.218,0.108,0.118,0.118,0.178,0.208,0.168
2006-08-22,0.208,0.218,0.108,0.118,0.118,0.178,0.198,0.158
2006-08-23,0.218,0.248,0.118,0.128,0.128,0.178,0.198,0.158
2006-08-24,0.218,0.238,0.118,0.128,0.128,0.178,0.208,0.168
2006-08-25,0.218,0.228,0.118,0.128,0.138,0.178,0.208,0.158
2006-08-26,0.218,0.228,0.128,0.148,0.138,0.178,0.208,0.158
2006-08-27,0.238,0.228,0.118,0.148,0.138,0.178,0.208,0.158
2006-08-28,0.238,0.238,0.118,0.148,0.138,0.168,0.208,0.158
2006-08-29,0.258,0.238,0.118,0.138,0.138,0.168,0.198,0.168
2006-08-30,0.338,0.308,0.228,0.258,0.248,0.278,0.338,0.348
2006-08-31,0.318,0.298,0.258,0.288,0.278,0.308,0.358,0.358
2006-09-01,0.298,0.288,0.248,0.278,0.268,0.308,0.358,0.348
2006-09-02,0.288,0.288,0.238,0.278,0.258,0.318,0.368,0.338
2006-09-03,0.278,0.278,0.218,0.258,0.248,0.318,0.358,0.328
2006-09-04,0.278,0.268,0.218,0.258,0.248,0.318,0.358,0.338
2006-09-05,0.298,0.278,0.238,0.278,0.268,0.328,0.378,0.338
2006-09-06,0.298,0.288,0.238,0.278,0.268,0.328,0.368,0.328
2006-09-07,0.298,0.278,0.228,0.268,0.268,0.318,0.358,0.308
2006-09-08,0.298,0.278,0.218,0.258,0.278,0.308,0.348,0.308
2006-09-09,0.298,0.268,0.218,0.248,0.268,0.308,0.338,0.298
2006-09-10,0.288,0.268,0.208,0.248,0.268,0.298,0.338,0.288
2006-09-11,0.288,0.268,0.208,0.238,0.258,0.298,0.328,0.288
2006-09-12,0.288,0.268,0.198,0.238,0.268,0.308,0.338,0.288
2006-09-13,0.288,0.258,0.188,0.228,0.268,0.298,0.328,0.288
2006-09-14,0.288,0.258,0.198,0.228,0.258,0.288,0.328,0.278
2006-09-15,0.288,0.258,0.198,0.228,0.248,0.288,0.318,0.278
2006-09-16,0.298,0.258,0.198,0.228,0.248,0.308,0.328,0.278
2006-09-17,0.318,0.298,0.228,0.248,0.258,0.298,0.328,0.288
2006-09-18,0.308,0.288,0.218,0.248,0.258,0.288,0.328,0.278
2006-09-19,0.298,0.278,0.218,0.238,0.248,0.288,0.318,0.278
2006-09-20,0.308,0.278,0.208,0.238,0.248,0.278,0.318,0.268
2006-09-21,0.308,0.278,0.208,0.228,0.238,0.278,0.308,0.268
2006-09-22,0.318,0.278,0.208,0.238,0.238,0.278,0.318,0.278
2006-09-23,0.298,0.278,0.198,0.238,0.238,0.278,0.308,0.268
2006-09-24,0.288,0.278,0.188,0.218,0.228,0.268,0.298,0.268
2006-09-25,0.278,0.278,0.178,0.208,0.218,0.258,0.288,0.248
2006-09-26,0.268,0.268,0.168,0.198,0.208,0.248,0.278,0.238
2006-09-27,0.268,0.268,0.158,0.188,0.198,0.238,0.278,0.238
2006-09-28,0.258,0.258,0.158,0.178,0.188,0.238,0.268,0.228
2006-09-29,0.258,0.258,0.148,0.168,0.178,0.228,0.258,0.218
2006-09-30,0.258,0.258,0.148,0.168,0.178,0.228,0.258,0.218
2006-10-01,0.278,0.278,0.188,0.208,0.218,0.268,0.298,0.238
2006-10-02,0.278,0.268,0.178,0.208,0.208,0.258,0.288,0.228
2006-10-03,0.278,0.268,0.158,0.198,0.208,0.238,0.278,0.228
2006-10-04,0.278,0.268,0.148,0.178,0.188,0.238,0.268,0.218
2006-10-05,0.288,0.268,0.138,0.168,0.178,0.228,0.258,0.208
2006-10-06,0.288,0.268,0.148,0.158,0.168,0.218,0.248,0.198
2006-10-07,0.278,0.258,0.158,0.158,0.178,0.208,0.238,0.188
2006-10-08,0.278,0.248,0.158,0.158,0.178,0.208,0.228,0.188
2006-10-09,0.268,0.248,0.158,0.168,0.178,0.198,0.228,0.178
2006-10-10,0.288,0.268,0.188,0.188,0.188,0.198,0.218,0.178
2006-10-11,0.278,0.258,0.188,0.188,0.188,0.188,0.218,0.178
2006-10-12,0.278,0.258,0.188,0.198,0.198,0.188,0.208,0.178
2006-10-13,0.288,0.268,0.208,0.218,0.198,0.188,0.208,0.178
2006-10-14,0.268,0.258,0.188,0.208,0.188,0.178,0.208,0.178
2006-10-15,0.258,0.248,0.168,0.198,0.178,0.168,0.198,0.178
2006-10-16,0.248,0.238,0.148,0.178,0.168,0.168,0.198,0.168
2006-10-17,0.238,0.238,0.148,0.168,0.158,0.158,0.188,0.158
2006-10-18,0.238,0.238,0.148,0.158,0.158,0.158,0.188,0.148
2006-10-19,0.238,0.228,0.158,0.168,0.168,0.158,0.178,0.148
2006-10-20,0.228,0.218,0.158,0.178,0.178,0.148,0.178,0.138
2006-10-21,0.218,0.218,0.158,0.188,0.178,0.148,0.168,0.138
2006-10-22,0.198,0.218,0.148,0.178,0.168,0.148,0.168,0.138
2006-10-23,0.188,0.208,0.148,0.168,0.168,0.138,0.168,0.138
2006-10-24,0.198,0.218,0.138,0.158,0.158,0.148,0.168,0.138
2006-10-25,0.188,0.208,0.108,0.148,0.128,0.138,0.158,0.128
2006-10-26,0.178,0.208,0.098,0.128,0.118,0.138,0.158,0.128
2006-10-27,0.168,0.198,0.098,0.118,0.118,0.128,0.158,0.118
2006-10-28,0.178,0.198,0.118,0.118,0.128,0.128,0.148,0.118
2006-10-29,0.168,0.198,0.108,0.118,0.118,0.128,0.148,0.118
2006-10-30,0.158,0.188,0.088,0.108,0.108,0.128,0.148,0.118
2006-10-31,0.168,0.188,0.098,0.108,0.108,0.118,0.148,0.108
2006-11-01,0.178,0.188,0.108,0.108,0.118,0.118,0.138,0.108
2006-11-02,0.198,0.198,0.108,0.118,0.128,0.118,0.148,0.108
2006-11-03,0.208,0.208,0.108,0.128,0.128,0.118,0.148,0.108
2006-11-04,0.218,0.208,0.098,0.128,0.128,0.118,0.138,0.108
2006-11-05,0.218,0.208,0.078,0.118,0.108,0.118,0.138,0.108
2006-11-06,0.218,0.208,0.078,0.108,0.098,0.108,0.138,0.098
2006-11-07,0.208,0.208,0.088,0.108,0.098,0.108,0.128,0.098
2006-11-08,0.198,0.208,0.108,0.098,0.108,0.098,0.128,0.088
2006-11-09,0.198,0.208,0.108,0.098,0.108,0.098,0.118,0.088
2006-11-10,0.188,0.198,0.098,0.108,0.118,0.098,0.118,0.088
2006-11-11,0.168,0.198,0.098,0.118,0.108,0.098,0.118,0.088
2006-11-12,0.168,0.188,0.098,0.108,0.108,0.088,0.108,0.088
2006-11-13,0.158,0.188,0.088,0.108,0.098,0.088,0.108,0.088
2006-11-14,0.158,0.188,0.088,0.098,0.088,0.088,0.108,0.088
2006-11-15,0.158,0.178,0.088,0.088,0.088,0.078,0.108,0.088
2006-11-16,0.158,0.178,0.108,0.098,0.098,0.078,0.098,0.078
2006-11-17,0.148,0.178,0.088,0.108,0.098,0.078,0.098,0.078
2006-11-18,0.138,0.178,0.078,0.098,0.078,0.078,0.098,0.078
2006-11-19,0.128,0.178,0.068,0.088,0.058,0.068,0.088,0.078
2006-11-20,0.118,0.168,0.058,0.078,0.048,0.068,0.088,0.068
2006-11-21,0.118,0.168,0.048,0.068,0.038,0.058,0.088,0.068
2006-11-22,0.108,0.158,0.048,0.058,0.038,0.058,0.078,0.068
2006-11-23,0.108,0.158,0.048,0.058,0.028,0.058,0.078,0.058
2006-11-24,0.098,0.158,0.038,0.048,0.028,0.058,0.078,0.058
2006-11-25,0.108,0.158,0.038,0.048,0.018,0.048,0.068,0.058
2006-11-26,0.108,0.158,0.038,0.038,0.018,0.048,0.068,0.048
2006-11-27,0.118,0.158,0.048,0.038,0.028,0.048,0.068,0.048
2006-11-28,0.118,0.158,0.048,0.038,0.028,0.048,0.068,0.048
2006-11-29,0.118,0.158,0.048,0.038,0.028,0.038,0.058,0.038
2006-11-30,0.118,0.148,0.048,0.038,0.038,0.038,0.058,0.038
2006-12-01,0.108,0.148,0.048,0.038,0.038,0.038,0.058,0.038
2006-12-02,0.098,0.138,0.038,0.028,0.028,0.038,0.058,0.028
2006-12-03,0.088,0.138,0.038,0.028,0.028,0.028,0.048,0.028
2006-12-04,0.078,0.138,0.028,0.028,0.018,0.028,0.048,0.018
2006-12-05,0.078,0.138,0.008,0.018,-0.012,0.028,0.048,0.018
2006-12-06,0.078,0.138,-0.002,0.018,-0.012,0.028,0.038,0.018
2006-12-07,0.078,0.128,0.008,0.018,-0.022,0.018,0.038,0.008
2006-12-08,0.068,0.128,-0.012,0.008,-0.042,0.018,0.038,0.008
2006-12-09,0.078,0.128,-0.022,-0.002,-0.042,0.018,0.028,0.008
2006-12-10,0.088,0.128,-0.022,-0.002,-0.042,0.008,0.028,-0.002
2006-12-11,0.078,0.128,-0.022,-0.002,-0.042,0.008,0.028,-0.002
2006-12-12,0.078,0.118,-0.022,-0.002,-0.042,0.008,0.018,-0.012
2006-12-13,0.078,0.118,-0.012,-0.002,-0.032,-0.002,0.018,-0.012
2006-12-14,0.088,0.118,-0.002,-0.012,-0.022,-0.002,0.018,-0.012
2006-12-15,0.108,0.118,0.018,-0.002,-0.012,-0.002,0.018,-0.012
2006-12-16,0.108,0.118,0.028,0.008,-0.002,0.008,0.028,0.008
2006-12-17,0.118,0.128,0.038,0.028,0.008,0.018,0.048,0.028
2006-12-18,0.108,0.128,0.028,0.018,-0.002,0.018,0.048,0.018
2006-12-19,0.098,0.128,0.028,0.018,-0.002,0.018,0.048,0.028
2006-12-20,0.098,0.128,0.008,0.018,-0.012,0.018,0.038,0.018
2006-12-21,0.098,0.128,0.008,0.018,-0.012,0.008,0.038,0.008
2006-12-22,0.098,0.128,0.028,0.018,-0.012,0.008,0.038,0.008
2006-12-23,0.098,0.128,0.038,0.018,-0.002,0.018,0.038,0.008
2006-12-24,0.098,0.128,0.038,0.018,0.008,0.018,0.038,-0.002
2006-12-25,0.098,0.128,0.048,0.018,0.018,0.008,0.038,-0.002
2006-12-26,0.128,0.148,0.068,0.038,0.028,0.018,0.048,0.018
2006-12-27,0.118,0.148,0.048,0.038,0.008,0.018,0.048,0.018
2006-12-28,0.098,0.148,0.038,0.038,-0.002,0.018,0.038,0.008
2006-12-29,0.098,0.148,0.028,0.038,-0.002,0.008,0.038,0.008
2006-12-30,0.098,0.148,0.028,0.028,-0.002,0.008,0.038,-0.002
2006-12-31,0.098,0.148,0.038,0.028,-0.002,0.008,0.028,-0.002
2007-01-01,0.088,0.138,0.038,0.028,-0.012,0.008,0.028,-0.002
2007-01-02,0.078,0.138,0.038,0.028,-0.002,0.008,0.028,-0.002
2007-01-03,0.078,0.138,0.068,0.038,-0.002,0.008,0.038,-0.002
2007-01-04,0.078,0.138,0.058,0.038,-0.002,-0.002,0.028,-0.002
2007-01-05,0.078,0.138,0.058,0.038,-0.002,-0.002,0.028,-0.012
2007-01-06,0.078,0.138,0.058,0.038,0.008,-0.002,0.028,-0.012
2007-01-07,0.078,0.138,0.048,0.038,0.008,-0.002,0.028,-0.022
2007-01-08,0.068,0.128,0.048,0.038,-0.002,-0.002,0.028,-0.022
